"Code" "Name" "Rev" "Common"
"27190" "Leucopternis schistacea" "Leucopternis schistacea" "NA"
"27200" "Mimus saturninus" "Mimus saturninus" "Chalk-browed Mockingbird"
"27210" "Momotus momota" "Momotus momota" "Amazonian motmot"
"27211" "Momotus momota momota" "Momotus momota momota" "NA"
"27212" "Momotus momota coeruliceps" "Momotus momota coeruliceps" "NA"
"27220" "Monasa nigrifrons" "Monasa nigrifrons" "Black-fronted Nunbird"
"27230" "Myiarchus ferox" "Myiarchus ferox" "Short-crested Flycatcher"
"27240" "Myiarchus swainsoni" "Myiarchus swainsoni" "Swainson's Flycatcher"
"27250" "Myiophobus fasciatus" "Myiophobus fasciatus" "Bran-colored Flycatcher"
"27260" "Myiozetetes cayanensis" "Myiozetetes cayanensis" "Rusty-margined Flycatcher"
"27270" "Myrmeciza hemimelaena" "Myrmeciza hemimelaena" "Alapi rougequeue"
"27280" "Myrmeciza hyperythra" "Myrmeciza hyperythra" "Alapi plombé"
"27290" "Myrmoborus leucophrys" "Myrmoborus leucophrys" "White-browed Antbird"
"27300" "Neopelma sulphureiventer" "Neopelma sulphureiventer" "Sulphur-bellied Tyrant-Manakin"
"27310" "Oryzoborus angolensis" "Oryzoborus angolensis" "Chestnut-bellied Seed Finch"
"27320" "Paroaria gularis" "Paroaria gularis" "Red-capped Cardinal"
"27321" "Paroaria gularis gularis" "Paroaria gularis gularis" "NA"
"27330" "Phacellodomus ruber" "Phacellodomus ruber" "Greater Thornbird"
"27340" "Picumnus albosquamatus" "Picumnus albosquamatus" "White-wedged Piculet"
"27350" "Pipra fasciicauda" "Pipra fasciicauda" "Band-tailed Manakin"
"27360" "Polioptila dumicola" "Polioptila dumicola" "Masked Gnatcatcher"
"27361" "Polioptila dumicola dumicola" "Polioptila dumicola dumicola" "NA"
"27370" "Pseudocolopteryx sclateri" "Pseudocolopteryx sclateri" "Crested Doradito"
"27380" "Ramphocelus carbo" "Ramphocelus carbo" "Silver-beaked Tanager"
"27390" "Saltator maximus" "Saltator maximus" "Buff-throated Saltator"
"27400" "Satrapa icterophrys" "Satrapa icterophrys" "Yellow-browed Tyrant"
"27410" "Schiffornis turdinus" "Schiffornis turdinus" "Tordo-saltarín"
"27420" "Schistochlamys melanopis" "Schistochlamys melanopis" "Black-faced Tanager"
"27430" "Serpophaga munda" "Serpophaga munda" "White-bellied Tyrannulet"
"27440" "Sittasomus griseicapillus" "Sittasomus griseicapillus" "Olivaceous Woodcreeper"
"27450" "Sporophila caerulescens" "Sporophila caerulescens" "Double-collared Seedeater"
"27460" "Sporophila collaris" "Sporophila collaris" "Rusty-collared Seedeater"
"27470" "Sporophila leucoptera" "Sporophila leucoptera" "White-bellied Seedeater"
"27471" "Sporophila leucoptera leucoptera" "Sporophila leucoptera leucoptera" "NA"
"27472" "Sporophila leucoptera bicolor" "Sporophila leucoptera bicolor" "NA"
"27480" "Sporophila ruficollis" "Sporophila ruficollis" "Dark-throated Seedeater"
"27490" "Synallaxis albescens" "Synallaxis albescens" "Arquitecto gÃ¼itío"
"27500" "Synallaxis gujanensis" "Synallaxis gujanensis" "Plain-crowned Spinetail"
"27510" "Synallaxis hypospodia" "Synallaxis hypospodia" "Cinereous-breasted Spinetail"
"27520" "Tapera naevia" "Tapera naevia" "Striped Cuckoo"
"27530" "Taraba major" "Taraba major" "Great Antshrike"
"27540" "Thamnophilus doliatus" "Thamnophilus doliatus" "Barred Antshrike"
"27541" "Thamnophilus doliatus doliatus" "Thamnophilus doliatus doliatus" "NA"
"27550" "Thamnophilus punctatus" "Thamnophilus punctatus" "Northern Slaty Antshrike"
"27560" "Thamnophilus schistaceus" "Thamnophilus schistaceus" "Plain-winged Antshrike"
"27570" "Thlypopsis sordida" "Thlypopsis sordida" "Orange-headed Tanager"
"27580" "Thraupis palmarum" "Thraupis palmarum" "Palm Tanager"
"27590" "Thraupis sayaca" "Thraupis sayaca" "Sayaca Tanager"
"27600" "Thryothorus genibarbis" "Thryothorus genibarbis" "NA"
"27610" "Thryothorus guarayanus" "Thryothorus guarayanus" "NA"
"27620" "Todirostrum latirostre" "Todirostrum latirostre" "NA"
"27630" "Tolmomyias sulphurescens" "Tolmomyias sulphurescens" "Yellow-olive Flycatcher"
"27640" "Trogon melanurus" "Trogon melanurus" "Black-tailed Trogon"
"27650" "Turdus amaurochalinus" "Turdus amaurochalinus" "Creamy-bellied Thrush"
"27660" "Turdus hauxwelli" "Turdus hauxwelli" "Hauxwell's Thrush"
"27670" "Veniliornis passerinus" "Veniliornis passerinus" "Little Woodpecker"
"27680" "Xenops tenuirostris" "Xenops tenuirostris" "Slender-billed Xenops"
"27690" "Xiphorhynchus guttatus" "Xiphorhynchus guttatus" "Buff-throated Woodcreeper"
"27691" "Xiphorhynchus guttatus guttatus" "Xiphorhynchus guttatus guttatus" "NA"
"27700" "Xiphorhynchus picus" "Xiphorhynchus picus" "NA"
"27710" "Xolmis velata" "Xolmis velata" "NA"
"27720" "Fregetta grallaria" "Fregetta grallaria" "White-bellied Storm Petrel"
"27730" "Fregetta tropica" "Fregetta tropica" "Black-bellied Storm Petrel"
"27740" "Pachyptila turtur" "Pachyptila turtur" "Fairy Prion"
"27741" "Pachyptila turtur turtur" "Pachyptila turtur turtur" "NA"
"27742" "Pachyptila turtur subantarctica" "Pachyptila turtur subantarctica" "NA"
"27750" "Aptenodytes patagonicus" "Aptenodytes patagonicus" "King penguin"
"27760" "Aptenodytes forsteri" "Aptenodytes forsteri" "Emperor Penguin"
"27770" "Anas georgica" "Anas georgica" "Yellow-billed Pintail"
"27771" "Anas georgica georgica" "Anas georgica georgica" "South Georgia Pintail"
"27772" "Anas georgica spinicauda" "Anas georgica spinicauda" "NA"
"27780" "Anthus antarcticus" "Anthus antarcticus" "Świergotek antarktyczny"
"27790" "Procellaria cinera" "Procellaria cinerea" "Grey Petrel"
"27800" "Procellaria aequinoctialis" "Procellaria aequinoctialis" "White-chinned Petrel"
"27810" "Procellaria parkinsoni" "Procellaria parkinsoni" "Parkinson's Petrel"
"27820" "Procellaria westlandica" "Procellaria westlandica" "Westland Petrel"
"27830" "Otus insularis" "Otus insularis" "Seychelles Scops Owl"
"27900" "Neochen jubata" "Neochen jubata" "Orinoco Goose"
"27910" "Copsychus albospecularis" "Copsychus albospecularis" "Madagascar Magpie-Robin"
"27920" "Copsychus saularis" "Copsychus saularis" "Oriental Magpie-Robin"
"27930" "Copsychus sechellarum" "Copsychus sechellarum" "Seychelles Magpie-Robin"
"27940" "Copsychus malabaricus" "Copsychus malabaricus" "White-rumped Shama"
"27960" "Copsychus luzoniensis" "Copsychus luzoniensis" "White-browed Shama"
"27970" "Copsychus niger" "Copsychus niger" "White-vented Shama"
"27980" "Copsychus cebuensis" "Copsychus cebuensis" "Black Shama"
"27990" "Balearica regulorum" "Balearica regulorum" "East African Crowned Crane"
"27991" "Balearica regulorum regulorum" "Balearica regulorum regulorum" "South African Crowned Crane"
"27992" "Balearica regulorum gibbericeps" "Balearica regulorum gibbericeps" "East African Crowned Crane"
"28000" "Anas erythrorhyncha" "Anas erythrorhyncha" "Red-billed Duck"
"28010" "Francolinus erckelii" "Francolinus erckelii" "Erckel francolin"
"28020" "Anumbius annumbi" "Anumbius annumbi" "Firewood-gatherer"
"28030" "Anas bernieri" "Anas bernieri" "Bernier's Teal"
"30010" "Accipiter castanilius" "Accipiter castanilius" "Chestnut-flanked Sparrowhawk"
"30020" "Accipiter erythropus" "Accipiter erythropus" "Red-thighed Sparrowhawk"
"30030" "Accipiter melanoleucus" "Accipiter melanoleucus" "Black Goshawk"
"30040" "Accipiter ovampensis" "Accipiter ovampensis" "Ovambo Sparrowhawk"
"30050" "Acrocephalus gracilirostris" "Acrocephalus gracilirostris" "Lesser Swamp-Warbler"
"30060" "Acrocephalus rufescens" "Acrocephalus rufescens" "Greater Swamp Warbler"
"30070" "Actophilornis africanus" "Actophilornis africanus" "African Jacana"
"30080" "Aenigmatolimnas marginalis" "Aenigmatolimnas marginalis" "Striped Crake"
"30090" "Agapornis pullarius" "Agapornis pullarius" "Red-headed Lovebird"
"30100" "Agelastes niger" "Agelastes niger" "Black Guineafowl"
"30110" "Alcedo coerulescens" "Alcedo coerulescens" "Cerulean Kingfisher"
"30120" "Alcedo cristata" "Alcedo cristata" "Bồng chanh lục"
"30130" "Alcedo leucogaster" "Alcedo leucogaster" "NA"
"30140" "Alcedo quadribrachys" "Alcedo quadribrachys" "Shining-blue Kingfisher"
"30150" "Alethe diademata" "Alethe diademata" "Fire-crested Alethe"
"30160" "Amadina fasciata" "Amadina fasciata" "Cut-throat"
"30170" "Amblyospiza albifrons" "Amblyospiza albifrons" "Grosbeak Weaver"
"30180" "Anaplectes rubriceps" "Anaplectes rubriceps" "Red-headed Weaver"
"30190" "Anas hottentota" "Anas hottentota" "NA"
"30200" "Anas sparsa" "Anas sparsa" "African Black Duck"
"30210" "Anas undulata" "Anas undulata" "Yellow-billed Duck"
"30220" "Anastomus lamelligerus" "Anastomus lamelligerus" "African Openbill"
"30230" "Andropadus ansorgei" "Andropadus ansorgei" "NA"
"30240" "Andropadus gracilirostris" "Andropadus gracilirostris" "NA"
"30250" "Andropadus gracilis" "Andropadus gracilis" "NA"
"30260" "Andropadus montanus" "Andropadus montanus" "NA"
"30270" "Andropadus tephrolaemus" "Andropadus tephrolaemus" "NA"
"30280" "Anhinga rufa" "Anhinga rufa" "African Darter"
"30290" "Anomalospiza imberbis" "Anomalospiza imberbis" "Cuckoo-finch"
"30300" "Anous minutus" "Anous minutus" "Black Noddy"
"30310" "Anthoscopus flavifrons" "Anthoscopus flavifrons" "Forest Penduline Tit"
"30320" "Anthoscopus parvulus" "Anthoscopus parvulus" "Yellow Penduline Tit"
"30330" "Anthoscopus punctifrons" "Anthoscopus punctifrons" "Sennar Penduline Tit"
"30340" "Anthreptes fraseri" "Anthreptes fraseri" "NA"
"30350" "Anthreptes gabonicus" "Anthreptes gabonicus" "Mangrove Sunbird"
"30360" "Anthreptes longuemarei" "Anthreptes longuemarei" "Western Violet-backed Sunbird"
"30370" "Anthreptes rectirostris" "Anthreptes rectirostris" "Green Sunbird"
"30380" "Anthus cinnamomeus" "Anthus cinnamomeus" "African Pipit"
"30390" "Anthus leucophrys" "Anthus leucophrys" "Plain-backed Pipit"
"30400" "Apalis cinerea" "Apalis cinerea" "Gray Apalis"
"30410" "Apalis flavida" "Apalis flavida" "Yellow-breasted Apalis"
"30420" "Apalis jacksoni" "Apalis jacksoni" "Black-throated Apalis"
"30430" "Apalis nigriceps" "Apalis nigriceps" "Black-capped Apalis"
"30440" "Apalis pulchra" "Apalis pulchra" "NA"
"30450" "Apalis rufogularis" "Apalis rufogularis" "Buff-throated Apalis"
"30460" "Apaloderma aequatoriale" "Apaloderma aequatoriale" "Bare-cheeked Trogon"
"30470" "Apaloderma narina" "Apaloderma narina" "Narina trogon"
"30480" "Apaloderma vittatum" "Apaloderma vittatum" "Bar-tailed Trogon"
"30490" "Aplopelia larvata" "Aplopelia larvata" "NA"
"30500" "Apus barbatus" "Apus barbatus" "African Black Swift"
"30510" "Apus horus" "Apus horus" "Jerzyk białogardły"
"30520" "Apus sladeniae" "Apus sladeniae" "jerzyk zatokowy"
"30530" "Aquila nipalensis" "Aquila nipalensis" "Aigle des steppes"
"30540" "Aquila wahlbergi" "Aquila wahlbergi" "Aigle de Wahlberg"
"30550" "Ardea intermedia" "Ardea intermedia" "Intermediate Egret"
"30560" "Ardeola rufiventris" "Ardeola rufiventris" "Rufous-bellied Heron"
"30570" "Aviceda cuculoides" "Aviceda cuculoides" "African baza"
"30580" "Baeopogon clamans" "Baeopogon clamans" "Sjöstedt's Greenbul"
"30590" "Baeopogon indicator" "Baeopogon indicator" "Honeyguide Greenbul"
"30600" "Balearica pavonina" "Balearica pavonina" "Black Crowned-Crane"
"30601" "Balearica pavonina pavonina" "Balearica pavonina pavonina" "West African Black Crowned Crane"
"30602" "Balearica pavonina ceciliae" "Balearica pavonina ceciliae" "East African Black Crowned Crane"
"30610" "Batis orientalis" "Batis orientalis" "Gray-headed Batis"
"30620" "Batis poensis" "Batis poensis" "Fernando Po Batis"
"30630" "Bias flammulatus" "Bias flammulatus" "NA"
"30640" "Bias musicus" "Bias musicus" "Black-and-white Shrike-flycatcher"
"30650" "Bleda eximia" "Bleda eximia" "NA"
"30660" "Bleda syndactyla" "Bleda syndactyla" "NA"
"30670" "Bostrychia hagedash" "Bostrychia hagedash" "Hadada Ibis"
"30680" "Bostrychia olivacea" "Bostrychia olivacea" "Olive Ibis"
"30690" "Bostrychia rara" "Bostrychia rara" "Spot-breasted Ibis"
"30700" "Bradornis pallidus" "Bradornis pallidus" "Blek flugsnappare"
"30710" "Bradypterus baboecala" "Bradypterus baboecala" "Little Rush Warbler"
"30720" "Bradypterus bangwaensis" "Bradypterus bangwaensis" "Bangwa Forest Warbler"
"30730" "Bubalornis albirostris" "Bubalornis albirostris" "White-billed Buffalo Weaver"
"30740" "Bubo lacteus" "Bubo lacteus" "Verreaux's Eagle Owl"
"30750" "Bubo poensis" "Bubo poensis" "Fraser's Eagle-Owl"
"30760" "Buccanodon duchaillui" "Buccanodon duchaillui" "Yellow-spotted Barbet"
"30770" "Bucorvus abyssinicus" "Bucorvus abyssinicus" "Abyssinian Ground-Hornbill"
"30780" "Buphagus africanus" "Buphagus africanus" "Yellow-billed oxpecker"
"30790" "Burhinus vermiculatus" "Burhinus vermiculatus" "Water Thick-knee"
"30800" "Butastur rufipennis" "Butastur rufipennis" "Grasshopper Buzzard"
"30810" "Buteo auguralis" "Buteo auguralis" "myszołów plamisty"
"30820" "Calyptocichla serina" "Calyptocichla serina" "NA"
"30830" "Camaroptera chloronota" "Camaroptera chloronota" "Olive-green Camaroptera"
"30840" "Camaroptera superciliaris" "Camaroptera superciliaris" "Yellow-browed Camaroptera"
"30850" "Campephaga oriolina" "Campephaga oriolina" "Oriole Cuckoo-shrike"
"30860" "Campephaga petiti" "Campephaga petiti" "Petit's Cuckooshrike"
"30870" "Campephaga phoenicea" "Campephaga phoenicea" "Red-shouldered Cuckoo-shrike"
"30880" "Campephaga quiscalina" "Campephaga quiscalina" "Purple-throated Cuckooshrike"
"30890" "Campethera abingoni" "Campethera abingoni" "Golden-tailed Woodpecker"
"30900" "Campethera cailliautii" "Campethera cailliautii" "Green-backed Woodpecker"
"30910" "Campethera caroli" "Campethera caroli" "Brown-eared Woodpecker"
"30920" "Campethera nivosa" "Campethera nivosa" "Buff-spotted Woodpecker"
"30930" "Campethera tullbergi" "Campethera tullbergi" "Tullberg's Woodpecker"
"30940" "Canirallus oculeus" "Canirallus oculeus" "Grey-throated Rail"
"30950" "Caprimulgus climacurus" "Caprimulgus climacurus" "Long-tailed Nightjar"
"30960" "Caprimulgus natalensis" "Caprimulgus natalensis" "Swamp Nightjar"
"30970" "Caprimulgus pectoralis" "Caprimulgus pectoralis" "Fiery-necked Nightjar"
"30980" "Caprimulgus tristigma" "Caprimulgus tristigma" "Freckled Nightjar"
"30990" "Centropus grillii" "Centropus grillii" "Black Coucal"
"31000" "Centropus leucogaster" "Centropus leucogaster" "Black-throated Coucal"
"31010" "Centropus monachus" "Centropus monachus" "Blue-headed Coucal"
"31020" "Ceratogymna albotibialis" "Ceratogymna albotibialis" "NA"
"31030" "Ceratogymna atrata" "Ceratogymna atrata" "Black-casqued Hornbill"
"31040" "Ceratogymna bucinator" "Ceratogymna bucinator" "NA"
"31050" "Ceratogymna elata" "Ceratogymna elata" "Yellow-casqued Hornbill"
"31060" "Ceratogymna fistulator" "Ceratogymna fistulator" "NA"
"31070" "Ceratogymna subcylindricus" "Ceratogymna subcylindricus" "NA"
"31080" "Cercococcyx mechowi" "Cercococcyx mechowi" "Dusky Long-tailed Cuckoo"
"31090" "Cercococcyx olivinus" "Cercococcyx olivinus" "Olive Long-tailed Cuckoo"
"31100" "Cercomela familiaris" "Cercomela familiaris" "Familiar Chat"
"31110" "Cercotrichas hartlaubi" "Cercotrichas hartlaubi" "Brown-backed Scrub Robin"
"31120" "Ceuthmochares aereus" "Ceuthmochares aereus" "Blue Malkoha"
"31130" "Charadrius forbesi" "Charadrius forbesi" "sieweczka ciemna"
"31140" "Charadrius tricollaris" "Charadrius tricollaris" "Three-banded Plover"
"31150" "Chelictinia riocourii" "Chelictinia riocourii" "Scissor-tailed kite"
"31160" "Chlorocichla simplex" "Chlorocichla simplex" "Simple Greenbul"
"31170" "Chloropeta natalensis" "Chloropeta natalensis" "NA"
"31180" "Chrysococcyx cupreus" "Chrysococcyx cupreus" "African Emerald Cuckoo"
"31190" "Chrysococcyx flavigularis" "Chrysococcyx flavigularis" "Yellow-throated Cuckoo"
"31200" "Circaetus cinerascens" "Circaetus cinerascens" "Banded Snake-Eagle"
"31210" "Circaetus cinereus" "Circaetus cinereus" "Brown Snake-Eagle"
"31220" "Cisticola anonymus" "Cisticola anonymus" "Chattering Cisticola"
"31230" "Cisticola aridulus" "Cisticola aridulus" "Desert Cisticola"
"31240" "Cisticola brachypterus" "Cisticola brachypterus" "Short-winged Cisticola"
"31250" "Cisticola cantans" "Cisticola cantans" "Singing Cisticola"
"31260" "Cisticola chubbi" "Cisticola chubbi" "Chubb's Cisticola"
"31270" "Cisticola dorsti" "Cisticola dorsti" "NA"
"31280" "Cisticola emini" "Cisticola emini" "Rock-loving Cisticola"
"31290" "Cisticola erythrops" "Cisticola erythrops" "Red-faced Cisticola"
"31300" "Cisticola eximius" "Cisticola eximius" "Black-backed Cisticola"
"31310" "Cisticola galactotes" "Cisticola galactotes" "Winding Cisticola"
"31320" "Cisticola lateralis" "Cisticola lateralis" "Whistling Cisticola"
"31330" "Cisticola natalensis" "Cisticola natalensis" "Croaking Cisticola"
"31340" "Cisticola robustus" "Cisticola robustus" "Stout Cisticola"
"31350" "Cisticola ruficeps" "Cisticola ruficeps" "Red-pate Cisticola"
"31360" "Cisticola rufus" "Cisticola rufus" "Rufous Cisticola"
"31370" "Clamator levaillantii" "Clamator levaillantii" "Levaillant's Cuckoo"
"31380" "Clytospiza monteiri" "Clytospiza monteiri" "Brown Twinspot"
"31390" "Colius striatus" "Colius striatus" "Speckled Mousebird"
"31400" "Columba arquatrix" "Columba arquatrix" "Rameron Pigeon"
"31410" "Columba delegorguei" "Columba delegorguei" "gołąb szarogłowy"
"31420" "Columba guinea" "Columba guinea" "Speckled Pigeon"
"31430" "Columba unicincta" "Columba unicincta" "gołąb kongijski"
"31440" "Coracias cyanogaster" "Coracias cyanogaster" "Blue-bellied Roller"
"31450" "Coracias naevia" "Coracias naevius" "Rufous-crowned Roller"
"31460" "Coracina azurea" "Coracina azurea" "Asurlarveeter"
"31470" "Coracina caesia" "Coracina caesia" "Gray Cuckooshrike"
"31480" "Coracina pectoralis" "Coracina pectoralis" "White-breasted Cuckooshrike"
"31490" "Corvinella corvina" "Corvinella corvina" "Yellow-billed Shrike"
"31500" "Corythaeola cristata" "Corythaeola cristata" "Great Blue Turaco"
"31510" "Cossypha albicapilla" "Cossypha albicapilla" "NA"
"31520" "Cossypha cyanocampter" "Cossypha cyanocampter" "Blue-shouldered Robin-Chat"
"31530" "Cossypha isabellae" "Cossypha isabellae" "Mountain Robin-Chat"
"31540" "Cossypha polioptera" "Cossypha polioptera" "Grey-winged Robin-Chat"
"31550" "Cossyphicula roberti" "Cossyphicula roberti" "White-bellied Robin-Chat"
"31560" "Coturnix adansonii" "Coturnix adansonii" "African blue quail"
"31570" "Crecopsis egregia" "Crecopsis egregia" "NA"
"31580" "Crinifer piscator" "Crinifer piscator" "Western Plantain-eater"
"31590" "Criniger chloronotus" "Criniger chloronotus" "Eastern Bearded Greenbul"
"31600" "Criniger olivaceus" "Criniger olivaceus" "Yellow-bearded Greenbul"
"31610" "Cuculus clamosus" "Cuculus clamosus" "kukułka czarna"
"31620" "Cuculus gularis" "Cuculus gularis" "kukułka sawannowa"
"31630" "Cuculus solitarius" "Cuculus solitarius" "kukułka rdzawopierśna"
"31640" "Cursorius temminckii" "Cursorius temminckii" "Temminck's Courser"
"31650" "Dendropicos elachus" "Dendropicos elachus" "Little Grey Woodpecker"
"31660" "Dendropicos elliotii" "Dendropicos elliotii" "Elliot's Woodpecker"
"31670" "Dendropicos fuscescens" "Dendropicos fuscescens" "Cardinal Woodpecker"
"31680" "Dendropicos gabonensis" "Dendropicos gabonensis" "Gabon Woodpecker"
"31690" "Dendropicos goertae" "Dendropicos goertae" "African Gray Woodpecker"
"31700" "Dendropicos obsoletus" "Dendropicos obsoletus" "Brown-backed Woodpecker"
"31710" "Dendropicos poecilolaemus" "Dendropicos poecilolaemus" "Speckle-breasted Woodpecker"
"31720" "Dendropicos pyrrhogaster" "Dendropicos pyrrhogaster" "Eldbuksspett"
"31730" "Dendropicos xantholophus" "Dendropicos xantholophus" "Golden-crowned Woodpecker"
"31740" "Dicrurus atripennis" "Dicrurus atripennis" "Shining Drongo"
"31750" "Dicrurus ludwigii" "Dicrurus ludwigii" "Square-tailed Drongo"
"31760" "Dicrurus modestus" "Dicrurus modestus" "Velvet-mantled Drongo"
"31770" "Drymocichla incana" "Drymocichla incana" "Red-winged Grey Warbler"
"31780" "Dryoscopus angolensis" "Dryoscopus angolensis" "Pink-footed Puffback"
"31790" "Dryoscopus gambensis" "Dryoscopus gambensis" "Northern Puffback"
"31800" "Dryoscopus sabini" "Dryoscopus sabini" "Large-billed Puffback"
"31810" "Dryotriorchis spectabilis" "Dryotriorchis spectabilis" "African Serpent-Eagle"
"31820" "Egretta ardesiaca" "Egretta ardesiaca" "Black Heron"
"31830" "Elanus axillaris" "Elanus axillaris" "kaniuk australijski"
"31840" "Elminia albiventris" "Elminia albiventris" "White-bellied Crested-Flycatcher"
"31850" "Elminia nigromitrata" "Elminia nigromitrata" "Dusky Crested Flycatcher"
"31860" "Emberiza affinis" "Emberiza affinis" "Brown-rumped Bunting"
"31870" "Emberiza cabanisi" "Emberiza cabanisi" "Cabanis's Bunting"
"31880" "Emberiza flaviventris" "Emberiza flaviventris" "Golden-breasted Bunting"
"31890" "Ephippiorhynchus senegalensis" "Ephippiorhynchus senegalensis" "Saddle-billed Stork"
"31900" "Eremomela badiceps" "Eremomela badiceps" "Rufous-crowned Eremomela"
"31910" "Eremomela canescens" "Eremomela canescens" "Green-backed Eremomela"
"31920" "Eremomela icteropygialis" "Eremomela icteropygialis" "Yellow-bellied Eremomela"
"31930" "Eremomela pusilla" "Eremomela pusilla" "Senegal Eremomela"
"31940" "Eremopterix leucotis" "Eremopterix leucotis" "Chestnut-backed Sparrow-Lark"
"31950" "Erythrocercus mccallii" "Erythrocercus mccallii" "Chestnut-capped Flycatcher"
"31960" "Estrilda caerulescens" "Estrilda caerulescens" "Lavender Waxbill"
"31970" "Estrilda nonnula" "Estrilda nonnula" "Black-crowned Waxbill"
"31980" "Estrilda paludicola" "Estrilda paludicola" "Fawn-breasted Waxbill"
"31990" "Estrilda poliopareia" "Estrilda poliopareia" "Anambra Waxbill"
"32000" "Euplectes ardens" "Euplectes ardens" "Red-collared Widowbird"
"32010" "Euplectes axillaris" "Euplectes axillaris" "Fan-tailed Widowbird"
"32020" "Euplectes capensis" "Euplectes capensis" "Yellow Bishop"
"32030" "Euplectes hartlaubi" "Euplectes hartlaubi" "Marsh Widowbird"
"32040" "Euplectes hordeaceus" "Euplectes hordeaceus" "Black-winged Red Bishop"
"32050" "Euplectes macrourus" "Euplectes macrourus" "NA"
"32060" "Eupodotis melanogaster" "Eupodotis melanogaster" "Black-bellied bustard"
"32070" "Eupodotis ruficrista" "Eupodotis ruficrista" "NA"
"32080" "Eupodotis senegalensis" "Eupodotis senegalensis" "White-bellied Bustard"
"32090" "Eurystomus gularis" "Eurystomus gularis" "Blue-throated roller"
"32100" "Euschistospiza dybowskii" "Euschistospiza dybowskii" "Dybowski's Twinspot"
"32110" "Falco alopex" "Falco alopex" "Fox Kestrel"
"32120" "Falco ardosiaceus" "Falco ardosiaceus" "Gray Kestrel"
"32130" "Falco cuvierii" "Falco cuvierii" "African Hobby"
"32140" "Fraseria ocreata" "Fraseria ocreata" "Fraser's Forest Flycatcher"
"32150" "Galerida modesta" "Galerida modesta" "Sun Lark"
"32160" "Gallinula angulata" "Gallinula angulata" "Afrikaans waterhoen"
"32170" "Glareola cinerea" "Glareola cinerea" "Grey Pratincole"
"32180" "Glareola nuchalis" "Glareola nuchalis" "Rock Pratincole"
"32190" "Glaucidium perlatum" "Glaucidium perlatum" "Pearl-spotted Owlet"
"32200" "Glaucidium sjostedti" "Glaucidium sjostedti" "Sjöstedt's Barred Owlet"
"32210" "Gorsachius leuconotus" "Gorsachius leuconotus" "White-backed Night Heron"
"32220" "Grus virgo" "Grus virgo" "Demoiselle Crane"
"32230" "Guttera pucherani" "Guttera pucherani" "Kenya guineafowl"
"32240" "Gymnobucco calvus" "Gymnobucco calvus" "Naked-faced Barbet"
"32250" "Gymnobucco peli" "Gymnobucco peli" "Bristle-nosed Barbet"
"32260" "Gypohierax angolensis" "Gypohierax angolensis" "Palm-nut vulture"
"32270" "Gyps africanus" "Gyps africanus" "White-backed Vulture"
"32280" "Halcyon badia" "Halcyon badia" "Łowiec czekoladowy"
"32300" "Halcyon chelicuti" "Halcyon chelicuti" "Striped Kingfisher"
"32310" "Halcyon malimbica" "Halcyon malimbica" "Blue-breasted Kingfisher"
"32320" "Halcyon senegalensis" "Halcyon senegalensis" "Woodland Kingfisher"
"32330" "Harpyhaliaetus coronatus" "Harpyhaliaetus coronatus" "Buse couronnée"
"32340" "Heliolais erythroptera" "Heliolais erythroptera" "NA"
"32350" "Hieraaetus ayresii" "Hieraaetus ayresii" "Orzełek plamisty"
"32360" "Hieraaetus spilogaster" "Hieraaetus spilogaster" "African Eagle"
"32370" "Himantornis haematopus" "Himantornis haematopus" "Nkulengu Rail"
"32380" "Hirundo abyssinica" "Hirundo abyssinica" "NA"
"32390" "Hirundo aethiopica" "Hirundo aethiopica" "Ethiopian Swallow"
"32400" "Hirundo domicella" "Hirundo domicella" "NA"
"32410" "Hirundo fuligula" "Hirundo fuligula" "African Rock Martin"
"32420" "Hirundo leucosoma" "Hirundo leucosoma" "Pied-winged Swallow"
"32430" "Hirundo nigrita" "Hirundo nigrita" "White-bibbed Swallow"
"32440" "Hirundo preussi" "Hirundo preussi" "NA"
"32450" "Hirundo semirufa" "Hirundo semirufa" "NA"
"32460" "Hirundo senegalensis" "Hirundo senegalensis" "NA"
"32470" "Hyliota flavigaster" "Hyliota flavigaster" "Yellow-bellied Hyliota"
"32480" "Hyliota violacea" "Hyliota violacea" "Violet-backed Hyliota"
"32490" "Hypergerus atriceps" "Hypergerus atriceps" "Oriole Warbler"
"32500" "Illadopsis cleaveri" "Illadopsis cleaveri" "Blackcap Illadopsis"
"32510" "Illadopsis fulvescens" "Illadopsis fulvescens" "Brown Illadopsis"
"32520" "Illadopsis rufipennis" "Illadopsis rufipennis" "Pale-breasted Illadopsis"
"32530" "Indicator exilis" "Indicator exilis" "Least Honeyguide"
"32540" "Indicator indicator" "Indicator indicator" "Greater Honeyguide"
"32550" "Indicator maculatus" "Indicator maculatus" "Spotted Honeyguide"
"32560" "Indicator minor" "Indicator minor" "Lesser Honeyguide"
"32570" "Indicator willcocksi" "Indicator willcocksi" "Willcocks's Honeyguide"
"32580" "Ispidina lecontei" "Ispidina lecontei" "African Dwarf Kingfisher"
"32590" "Ispidina picta" "Ispidina picta" "African Pygmy Kingfisher"
"32600" "Ixobrychus sturmii" "Ixobrychus sturmii" "Dwarf Bittern"
"32610" "Ixonotus guttatus" "Ixonotus guttatus" "Spotted Greenbul"
"32620" "Jynx ruficollis" "Jynx ruficollis" "krętogłów afrykański"
